Age,Job,MaritalStatus,EducationLevel,CurrentCustomer,UsesRelevantService,ContactMeans,ContactDay,ContactMonth,ContactsTotal,DaysFromPrevAttempt,PrevAttempts,PrevOutcome,CallStartTime,CallEndTime,Outcome
34,student,single,,0,0,mobile-phone,1,jun,1,-1,0,,16:30:02,16:34:15,1
33,self-employed,single,tertiary,1,1,mobile-phone,6,apr,1,363,1,failure,16:23:53,16:27:09,1
39,data analyst,married,secondary,1,0,mobile-phone,11,aug,2,-1,0,,12:53:40,13:06:04,1
45,engineer,married,secondary,0,1,telephone,15,jul,3,-1,0,,13:28:12,13:37:05,1
53,data analyst,married,tertiary,0,0,mobile-phone,11,aug,2,-1,0,,14:02:21,14:03:34,0
49,retired,married,primary,1,0,mobile-phone,25,jul,3,-1,0,,16:32:45,16:33:27,0
32,technician,married,secondary,0,1,mobile-phone,7,may,3,-1,0,,17:22:44,17:27:36,1
32,technician,divorced,secondary,1,0,telephone,28,aug,24,-1,0,,13:35:02,13:36:27,0
28,student,single,secondary,0,0,mobile-phone,2,jul,3,-1,0,,16:15:22,16:22:25,1
30,construction worker,married,secondary,1,1,mobile-phone,10,jul,1,-1,0,,13:19:54,13:43:13,1
34,civil servant,married,secondary,1,0,,19,may,4,-1,0,,11:20:18,11:22:13,0
32,data analyst,single,tertiary,0,0,mobile-phone,22,apr,1,-1,0,,15:14:41,15:23:46,1
58,technician,married,tertiary,1,0,telephone,17,jul,5,-1,0,,13:28:15,13:36:52,0
38,data analyst,single,secondary,1,0,mobile-phone,11,aug,4,-1,0,,13:35:18,13:41:25,0
48,civil servant,married,secondary,1,0,,15,may,1,-1,0,,17:06:13,17:07:50,0
27,entrepreneur,married,secondary,0,0,telephone,27,oct,1,-1,0,,10:02:27,10:04:38,1
26,civil servant,single,secondary,1,1,mobile-phone,23,jul,3,-1,0,,11:18:31,11:19:56,0
34,construction worker,single,secondary,1,0,mobile-phone,7,jul,5,-1,0,,10:12:01,10:16:34,0
42,technician,single,secondary,0,0,mobile-phone,9,feb,10,-1,0,,16:19:27,16:19:34,0
34,data analyst,single,tertiary,0,0,mobile-phone,18,nov,1,-1,0,,09:52:12,09:53:45,0
81,retired,divorced,primary,0,0,mobile-phone,27,sep,2,280,1,other,16:06:40,16:09:48,1
23,construction worker,single,secondary,1,0,,4,jun,1,-1,0,,12:21:38,12:32:16,1
46,engineer,married,secondary,1,1,,15,may,3,-1,0,,11:02:27,11:13:13,1
53,retired,married,primary,1,0,telephone,25,jul,5,-1,0,,09:37:16,09:48:58,0
44,self-employed,single,tertiary,1,0,mobile-phone,13,apr,3,146,1,other,15:28:20,15:48:52,1
34,technician,married,secondary,0,1,mobile-phone,5,feb,1,252,2,failure,16:41:51,16:44:07,0
58,retired,married,,0,0,mobile-phone,5,aug,1,-1,0,,10:56:05,10:58:40,0
54,construction worker,married,primary,0,1,mobile-phone,8,jul,1,-1,0,,10:22:10,10:39:17,0
34,engineer,married,secondary,0,0,mobile-phone,17,apr,1,346,3,failure,14:55:39,15:01:11,0
56,data analyst,divorced,tertiary,1,0,mobile-phone,13,may,1,-1,0,,10:02:56,10:05:31,0
30,construction worker,married,secondary,1,1,mobile-phone,20,nov,1,177,1,failure,10:15:20,10:31:54,1
56,construction worker,divorced,primary,1,0,,26,may,1,-1,0,,12:31:37,12:37:13,0
25,technician,single,tertiary,0,0,telephone,9,jun,7,-1,0,,10:44:26,10:48:07,1
38,data analyst,married,tertiary,1,1,,19,jun,1,-1,0,,10:44:38,10:45:49,0
30,civil servant,single,tertiary,0,0,mobile-phone,30,apr,1,-1,0,,09:17:17,09:21:20,0
32,data analyst,single,tertiary,1,1,mobile-phone,15,may,3,-1,0,,13:47:46,13:59:02,0
27,data analyst,single,tertiary,0,0,mobile-phone,1,jun,1,28,8,other,14:59:28,15:03:08,1
64,self-employed,married,tertiary,0,0,mobile-phone,21,dec,2,294,2,failure,13:45:54,13:52:01,1
48,entrepreneur,divorced,tertiary,0,1,,5,jun,1,-1,0,,09:25:42,09:26:16,0
37,construction worker,divorced,secondary,1,0,,26,may,2,-1,0,,10:33:56,10:44:38,1
45,data analyst,married,tertiary,0,0,mobile-phone,10,nov,2,194,1,success,11:56:01,11:59:03,1
32,engineer,married,tertiary,0,0,mobile-phone,2,jun,1,-1,0,,16:08:04,16:09:28,1
45,construction worker,single,secondary,0,0,,5,jun,1,-1,0,,12:49:45,12:53:06,0
68,retired,divorced,primary,0,0,mobile-phone,9,apr,1,-1,0,,14:43:16,14:47:09,1
54,construction worker,divorced,primary,1,0,,14,may,2,-1,0,,10:39:02,10:46:20,0
48,technician,married,secondary,0,0,telephone,31,jul,3,-1,0,,10:11:43,10:11:48,0
42,data analyst,divorced,tertiary,0,0,,15,may,22,-1,0,,15:25:22,15:26:46,0
49,engineer,married,secondary,1,0,mobile-phone,30,apr,1,168,1,success,12:15:00,12:19:12,1
53,technician,married,tertiary,0,0,mobile-phone,8,aug,2,-1,0,,16:44:45,16:46:17,0
40,construction worker,married,secondary,0,0,mobile-phone,30,sep,1,121,1,success,10:54:55,10:56:52,1
56,construction worker,married,secondary,0,0,mobile-phone,11,aug,2,-1,0,,12:35:33,12:37:28,0
49,civil servant,married,,1,0,mobile-phone,19,nov,4,-1,0,,14:19:02,14:19:46,0
54,data analyst,married,tertiary,0,0,mobile-phone,16,jul,5,-1,0,,17:38:38,17:40:36,0
37,engineer,married,secondary,0,0,mobile-phone,26,may,2,-1,0,,13:53:08,14:01:28,0
46,data analyst,married,tertiary,0,0,mobile-phone,3,mar,13,-1,0,,09:33:25,09:38:30,1
31,civil servant,single,secondary,0,0,mobile-phone,1,sep,1,579,1,failure,11:13:26,11:21:27,1
27,self-employed,single,tertiary,1,0,mobile-phone,13,feb,2,-1,0,,14:05:56,14:06:51,0
59,retired,divorced,primary,0,1,mobile-phone,25,jul,2,-1,0,,09:56:34,10:19:22,0
30,data analyst,single,tertiary,0,0,mobile-phone,30,apr,2,-1,0,,11:03:20,11:08:26,1
44,data analyst,married,secondary,0,0,,19,jun,1,-1,0,,17:38:15,17:40:22,0
57,technician,married,primary,1,0,telephone,2,jun,2,-1,0,,15:53:07,16:00:08,1
51,retired,married,primary,0,0,mobile-phone,28,aug,14,-1,0,,15:56:29,16:00:59,0
28,student,single,secondary,0,0,,27,may,1,-1,0,,17:38:53,17:41:24,0
32,data analyst,single,tertiary,1,0,mobile-phone,21,jul,3,-1,0,,15:16:01,15:26:39,1
27,student,single,secondary,0,0,mobile-phone,7,may,2,349,1,other,14:06:46,14:14:24,0
24,construction worker,single,secondary,0,0,mobile-phone,8,jul,5,-1,0,,16:41:52,16:45:22,1
49,construction worker,married,primary,0,0,mobile-phone,12,aug,4,-1,0,,13:20:29,13:29:48,1
43,data analyst,married,tertiary,1,0,mobile-phone,16,apr,1,-1,0,,11:47:12,11:54:45,1
48,civil servant,married,secondary,1,0,mobile-phone,24,jul,2,-1,0,,11:57:53,12:06:46,0
36,data analyst,single,tertiary,0,0,mobile-phone,6,mar,1,-1,0,,17:29:30,17:33:19,1
44,data analyst,married,tertiary,0,0,mobile-phone,28,aug,24,-1,0,,15:50:15,15:51:54,0
38,technician,married,secondary,1,0,mobile-phone,22,jul,1,-1,0,,12:30:51,12:56:36,1
22,student,single,secondary,0,0,mobile-phone,27,oct,1,-1,0,,10:44:24,10:46:41,1
33,data analyst,single,secondary,1,0,mobile-phone,18,jul,1,-1,0,,17:15:58,17:17:34,0
29,entrepreneur,married,tertiary,1,0,,27,may,3,-1,0,,09:18:18,09:18:52,0
29,technician,single,tertiary,1,1,mobile-phone,29,jul,9,-1,0,,09:07:02,09:15:32,0
62,retired,married,secondary,0,0,mobile-phone,17,nov,2,-1,0,,16:17:09,16:28:58,1
35,construction worker,single,tertiary,0,0,mobile-phone,14,oct,2,-1,0,,14:30:58,14:33:44,0
35,construction worker,married,secondary,1,1,mobile-phone,20,apr,3,-1,0,,15:20:11,15:22:14,0
46,engineer,married,secondary,0,0,mobile-phone,20,aug,1,90,4,call-again,13:37:21,13:42:14,1
58,retired,married,secondary,0,0,mobile-phone,2,feb,1,-1,0,,14:18:24,14:19:05,0
22,construction worker,married,secondary,1,0,,26,jun,2,-1,0,,14:34:44,14:37:14,0
47,civil servant,married,secondary,0,1,,20,jun,2,-1,0,,14:14:47,14:15:38,0
36,self-employed,married,tertiary,0,0,mobile-phone,17,nov,1,-1,0,,14:46:09,14:47:27,0
50,engineer,single,secondary,0,1,mobile-phone,4,feb,2,191,3,failure,17:59:42,18:05:28,0
42,unemployed,married,,1,0,telephone,21,jul,10,-1,0,,12:12:05,12:23:36,1
53,construction worker,married,primary,0,0,mobile-phone,21,aug,1,-1,0,,17:18:41,17:21:56,0
24,unemployed,single,secondary,0,0,mobile-phone,7,sep,2,-1,0,,14:24:25,14:26:12,0
30,entrepreneur,single,tertiary,1,0,,3,jun,1,-1,0,,15:12:17,15:13:51,0
59,data analyst,single,secondary,1,1,,15,may,5,-1,0,,12:17:16,12:19:53,0
31,construction worker,single,secondary,0,0,,20,may,1,-1,0,,12:39:28,12:43:49,0
51,engineer,married,secondary,1,0,,2,jun,3,-1,0,,11:49:39,11:52:10,0
45,unemployed,divorced,secondary,1,1,mobile-phone,18,nov,1,-1,0,,10:26:57,10:28:44,0
53,construction worker,divorced,primary,1,0,,30,may,2,-1,0,,09:52:48,10:25:48,1
49,civil servant,married,secondary,0,0,mobile-phone,8,aug,4,-1,0,,14:55:10,15:08:10,1
28,civil servant,single,secondary,0,0,mobile-phone,3,dec,1,182,1,success,13:10:29,13:16:19,1
30,data analyst,single,tertiary,1,1,mobile-phone,25,jul,8,-1,0,,09:08:52,09:26:03,1
50,engineer,married,primary,0,0,mobile-phone,22,aug,4,-1,0,,13:40:43,13:42:24,0
51,construction worker,married,secondary,1,0,mobile-phone,14,may,8,-1,0,,17:43:16,17:43:33,0
36,construction worker,married,secondary,0,0,,5,jun,1,-1,0,,17:49:48,17:53:16,1
40,data analyst,divorced,tertiary,1,0,mobile-phone,3,feb,4,270,3,call-again,13:22:49,13:27:16,0
35,civil servant,married,secondary,1,0,,9,jun,2,-1,0,,13:53:11,13:54:41,0
25,engineer,single,secondary,1,0,mobile-phone,15,may,1,367,3,failure,11:04:57,11:18:49,1
50,technician,married,secondary,0,0,mobile-phone,29,oct,2,78,2,other,15:25:25,15:29:00,1
46,data analyst,married,secondary,0,0,,17,jun,1,-1,0,,14:29:12,14:37:15,0
42,data analyst,married,tertiary,1,0,mobile-phone,8,may,2,295,1,success,16:39:30,16:49:09,1
28,student,single,secondary,1,0,,28,may,1,-1,0,,10:41:33,11:10:23,1
35,technician,married,secondary,0,0,mobile-phone,18,may,1,360,1,failure,11:49:07,11:51:19,0
56,data analyst,married,tertiary,1,1,mobile-phone,5,may,1,169,3,failure,15:18:17,15:21:58,0
39,self-employed,married,tertiary,0,0,,12,jun,5,-1,0,,17:44:36,17:55:27,1
41,entrepreneur,married,secondary,1,0,,11,jun,2,-1,0,,11:03:11,11:09:45,0
28,construction worker,single,secondary,1,0,,16,may,2,-1,0,,09:53:33,10:07:20,0
36,civil servant,single,tertiary,0,0,mobile-phone,17,aug,1,-1,0,,16:24:00,16:27:40,1
32,technician,married,secondary,1,1,mobile-phone,10,jul,1,-1,0,,13:50:07,13:57:15,0
44,construction worker,married,primary,1,0,,21,may,5,-1,0,,13:37:15,13:43:17,0
34,civil servant,single,secondary,1,0,,5,may,1,-1,0,,13:33:07,13:35:29,0
26,civil servant,single,tertiary,1,0,mobile-phone,22,jul,3,-1,0,,11:43:43,11:46:19,0
55,engineer,married,secondary,0,0,mobile-phone,30,apr,1,-1,0,,13:05:24,13:09:25,1
36,engineer,single,secondary,0,0,mobile-phone,4,feb,2,-1,0,,10:10:31,10:12:48,0
49,,single,tertiary,0,0,,17,jun,3,-1,0,,17:14:08,17:16:26,0
42,construction worker,divorced,primary,1,0,mobile-phone,17,jul,2,-1,0,,17:21:10,17:40:45,1
52,civil servant,married,secondary,0,0,mobile-phone,28,jan,4,93,1,success,14:18:58,14:25:28,1
25,student,single,,0,0,telephone,21,apr,2,-1,0,,15:14:38,15:25:01,1
42,data analyst,divorced,tertiary,1,0,telephone,5,feb,5,-1,0,,13:05:21,13:09:57,0
45,entrepreneur,married,tertiary,1,0,mobile-phone,7,may,1,169,5,failure,13:42:19,13:48:56,0
44,construction worker,married,secondary,1,0,,8,may,1,-1,0,,12:07:17,12:10:09,0
57,entrepreneur,married,secondary,0,0,mobile-phone,1,jun,1,-1,0,,17:13:01,17:14:54,0
45,construction worker,married,primary,1,0,mobile-phone,20,nov,2,-1,0,,16:48:42,17:02:43,1
43,technician,single,secondary,1,0,,11,jun,19,-1,0,,14:11:48,14:13:35,0
56,data analyst,married,tertiary,0,1,telephone,9,jul,3,-1,0,,09:00:50,09:04:56,0
24,student,single,secondary,0,0,mobile-phone,30,apr,2,-1,0,,09:08:13,09:17:40,1
38,technician,single,secondary,1,0,,28,may,1,-1,0,,14:26:33,14:29:38,0
34,technician,single,secondary,1,0,mobile-phone,21,oct,3,91,10,success,13:10:33,13:16:12,1
54,unemployed,single,secondary,0,0,mobile-phone,17,nov,2,-1,0,,15:55:45,16:07:21,1
41,unemployed,single,primary,0,0,mobile-phone,5,jun,3,-1,0,,09:10:01,09:19:38,1
52,engineer,divorced,secondary,1,0,mobile-phone,20,apr,3,325,1,call-again,17:55:50,17:56:47,0
32,technician,married,secondary,1,0,,2,jun,1,-1,0,,12:12:11,12:25:46,1
34,data analyst,single,tertiary,0,0,mobile-phone,27,aug,3,-1,0,,09:21:29,09:29:21,0
33,civil servant,divorced,secondary,1,0,mobile-phone,15,may,1,177,2,failure,11:11:52,11:22:04,0
27,student,single,secondary,0,0,mobile-phone,4,jun,2,-1,0,,16:52:57,16:55:01,1
42,construction worker,married,primary,1,0,,6,jun,12,-1,0,,16:16:05,16:20:53,0
60,engineer,married,,0,0,mobile-phone,19,jul,2,311,8,failure,16:13:24,16:16:17,1
40,data analyst,married,tertiary,1,0,mobile-phone,12,may,2,-1,0,,16:06:23,16:10:45,0
38,self-employed,divorced,secondary,1,0,,19,jun,2,-1,0,,10:29:56,10:32:39,0
46,technician,single,tertiary,0,0,mobile-phone,20,nov,5,-1,0,,11:18:46,11:26:20,0
26,construction worker,single,secondary,1,0,,13,may,4,-1,0,,16:51:53,16:53:19,0
50,data analyst,married,tertiary,0,0,,20,jun,2,-1,0,,14:30:58,14:31:33,0
46,construction worker,married,secondary,1,0,mobile-phone,2,jun,1,55,6,other,10:26:22,10:31:32,1
58,retired,married,secondary,0,0,mobile-phone,2,feb,1,-1,0,,11:03:29,11:08:06,0
61,retired,married,secondary,0,0,mobile-phone,13,nov,1,-1,0,,16:30:49,16:37:10,1
43,self-employed,married,secondary,1,0,mobile-phone,8,may,1,-1,0,,09:23:47,09:25:58,0
47,data analyst,single,tertiary,0,1,mobile-phone,22,jul,2,-1,0,,09:11:42,09:17:15,0
40,data analyst,married,tertiary,0,0,mobile-phone,11,nov,3,-1,0,,11:20:35,11:21:44,1
43,data analyst,single,tertiary,1,0,mobile-phone,15,jul,1,-1,0,,15:23:06,15:24:16,0
34,technician,single,secondary,1,0,mobile-phone,6,feb,2,197,6,failure,13:01:08,13:03:42,0
30,technician,single,tertiary,0,0,mobile-phone,17,jul,3,-1,0,,13:02:49,13:13:45,1
77,retired,married,,0,0,telephone,20,oct,1,-1,0,,11:14:08,11:20:21,1
49,civil servant,married,secondary,1,0,mobile-phone,16,apr,1,-1,0,,11:37:57,12:00:43,1
30,data analyst,single,tertiary,0,0,mobile-phone,11,oct,3,95,6,success,17:03:38,17:11:21,1
40,technician,divorced,tertiary,1,0,,24,oct,1,-1,0,,16:59:39,17:01:31,1
30,student,single,tertiary,1,0,,23,may,3,-1,0,,15:21:37,15:27:49,0
40,civil servant,married,primary,0,1,mobile-phone,8,jul,1,-1,0,,17:11:02,17:13:48,0
35,technician,married,secondary,1,1,,14,may,5,-1,0,,13:21:09,13:24:37,0
51,construction worker,married,secondary,0,0,,6,jun,2,-1,0,,15:23:53,15:25:26,0
36,data analyst,married,tertiary,0,0,mobile-phone,5,aug,3,97,2,success,16:37:07,16:39:44,1
55,retired,divorced,tertiary,0,0,mobile-phone,18,may,1,370,1,success,14:07:10,14:17:26,1
58,construction worker,married,primary,0,0,mobile-phone,28,aug,25,-1,0,,10:28:32,10:28:41,0
41,data analyst,married,tertiary,0,0,mobile-phone,5,aug,1,97,1,failure,12:04:06,12:07:32,0
56,retired,married,primary,0,0,mobile-phone,13,aug,2,101,2,success,11:01:59,11:07:19,1
52,engineer,single,secondary,1,1,mobile-phone,1,jun,2,-1,0,,17:02:39,17:21:43,1
34,engineer,single,tertiary,1,0,mobile-phone,28,jul,2,-1,0,,10:02:04,10:03:20,0
40,data analyst,married,tertiary,1,0,mobile-phone,25,mar,2,-1,0,,09:37:15,09:45:41,1
31,construction worker,married,secondary,1,0,mobile-phone,2,jul,2,49,3,failure,10:50:34,10:52:49,1
36,entrepreneur,divorced,tertiary,0,1,mobile-phone,7,jul,3,-1,0,,16:04:31,16:16:33,1
39,construction worker,married,secondary,1,1,mobile-phone,12,may,1,-1,0,,12:55:27,13:05:39,1
38,construction worker,married,secondary,1,0,,21,may,2,-1,0,,16:55:30,16:57:45,0
56,data analyst,married,tertiary,1,1,,6,may,1,-1,0,,17:54:01,18:14:02,1
23,unemployed,single,secondary,1,0,mobile-phone,5,may,1,342,4,other,17:12:13,17:13:45,0
50,data analyst,married,tertiary,0,0,mobile-phone,28,may,9,-1,0,,13:32:27,13:41:00,1
42,engineer,single,,1,0,,29,may,1,-1,0,,15:52:33,15:54:19,0
47,construction worker,married,primary,1,1,,6,jun,4,-1,0,,12:33:03,12:35:01,0
38,technician,married,secondary,1,0,mobile-phone,18,may,8,308,3,success,10:34:04,10:34:36,0
47,unemployed,married,primary,0,0,mobile-phone,21,nov,2,-1,0,,17:59:42,18:07:24,1
46,construction worker,married,secondary,1,0,mobile-phone,12,mar,1,182,4,success,09:12:21,09:15:56,1
44,self-employed,divorced,tertiary,1,0,mobile-phone,12,aug,2,104,3,success,11:47:42,11:49:59,1
53,technician,married,secondary,0,0,mobile-phone,1,jun,1,-1,0,,16:37:35,16:50:36,1
27,technician,single,secondary,1,0,,16,may,1,-1,0,,12:36:02,12:49:09,1
64,retired,married,primary,0,0,telephone,30,jul,2,92,2,success,10:00:39,10:06:46,1
38,construction worker,divorced,secondary,1,0,mobile-phone,21,oct,1,183,4,success,14:49:22,14:58:58,1
38,unemployed,married,primary,1,0,mobile-phone,7,jul,1,412,1,failure,13:26:25,13:32:35,1
31,engineer,single,secondary,0,0,mobile-phone,25,may,1,111,1,failure,14:48:09,14:50:48,0
48,construction worker,married,secondary,0,0,,13,may,2,-1,0,,17:52:33,17:54:21,0
48,self-employed,married,tertiary,0,0,mobile-phone,29,jan,3,-1,0,,15:52:08,16:12:57,1
33,civil servant,married,secondary,1,1,mobile-phone,5,may,4,165,4,failure,09:26:25,09:30:22,0
51,technician,single,secondary,1,0,mobile-phone,5,may,1,343,3,failure,12:19:53,12:28:09,0
40,unemployed,divorced,secondary,0,0,mobile-phone,12,aug,6,-1,0,,10:41:57,10:49:50,1
65,retired,married,tertiary,0,0,mobile-phone,17,feb,2,-1,0,,17:01:56,17:05:37,1
26,engineer,married,secondary,0,0,mobile-phone,2,mar,1,-1,0,,11:14:15,11:15:09,0
56,civil servant,married,secondary,1,0,,29,may,2,-1,0,,09:54:20,09:56:51,0
27,engineer,single,secondary,0,0,mobile-phone,16,jun,1,-1,0,,15:13:34,15:14:40,0
34,technician,married,secondary,0,0,mobile-phone,25,aug,10,-1,0,,10:21:21,10:44:15,1
53,construction worker,single,primary,1,0,mobile-phone,29,jan,1,226,2,failure,09:59:55,10:02:08,0
54,data analyst,married,tertiary,0,1,mobile-phone,24,jul,3,-1,0,,14:48:47,14:49:29,0
42,data analyst,single,tertiary,1,1,,5,may,2,-1,0,,10:14:04,10:23:26,1
40,entrepreneur,single,secondary,0,1,mobile-phone,15,jul,3,-1,0,,16:24:24,16:26:21,0
32,civil servant,single,secondary,0,0,mobile-phone,11,may,1,305,1,failure,13:53:58,13:57:03,0
22,technician,single,secondary,1,1,,8,may,6,-1,0,,10:16:33,10:26:59,0
37,engineer,single,secondary,1,1,,7,may,2,-1,0,,15:11:30,15:23:42,1
32,data analyst,married,tertiary,0,0,mobile-phone,18,nov,1,-1,0,,11:33:05,11:41:00,0
24,self-employed,single,tertiary,1,0,,27,may,1,-1,0,,17:51:31,18:07:06,1
35,data analyst,single,tertiary,0,1,mobile-phone,21,jul,11,-1,0,,17:56:02,18:12:27,1
34,data analyst,single,tertiary,0,0,mobile-phone,19,nov,1,-1,0,,14:09:07,14:18:49,0
33,entrepreneur,married,tertiary,1,1,mobile-phone,21,nov,4,-1,0,,10:45:00,10:47:21,0
37,construction worker,married,secondary,1,1,mobile-phone,13,may,4,-1,0,,12:41:33,12:46:35,0
73,retired,married,tertiary,0,0,mobile-phone,22,jun,1,90,1,success,15:33:19,15:34:27,0
31,engineer,married,secondary,1,0,,14,may,2,-1,0,,17:59:58,18:00:38,0
64,data analyst,married,,0,0,mobile-phone,3,nov,4,183,7,success,11:55:05,11:58:06,1
31,data analyst,married,tertiary,1,0,mobile-phone,20,aug,4,-1,0,,16:52:17,16:53:45,0
50,entrepreneur,married,tertiary,1,0,mobile-phone,11,may,4,329,2,failure,09:32:00,09:36:18,0
40,construction worker,married,primary,1,0,,16,may,3,-1,0,,17:59:47,18:20:17,1
80,retired,married,primary,0,0,telephone,9,dec,2,-1,0,,16:06:59,16:12:42,1
40,engineer,single,secondary,1,0,mobile-phone,4,jun,3,50,8,failure,12:14:55,12:24:47,1
30,civil servant,single,secondary,1,0,mobile-phone,15,may,1,-1,0,,15:54:46,15:56:11,0
38,technician,married,secondary,1,0,mobile-phone,14,jul,3,-1,0,,14:57:46,15:10:32,1
49,construction worker,married,secondary,1,0,mobile-phone,6,may,1,169,2,failure,12:42:54,12:50:25,1
55,technician,married,secondary,0,0,mobile-phone,19,nov,1,-1,0,,10:23:49,10:29:25,0
36,civil servant,single,secondary,1,0,mobile-phone,18,nov,2,174,1,other,10:47:07,10:50:04,0
32,civil servant,single,secondary,1,0,mobile-phone,17,apr,1,-1,0,,14:38:19,14:40:34,0
31,engineer,married,secondary,0,0,telephone,28,oct,1,-1,0,,09:47:19,09:48:19,0
49,engineer,single,secondary,1,0,mobile-phone,18,may,2,355,1,failure,11:01:33,11:03:39,0
31,construction worker,married,secondary,0,1,,1,jul,3,-1,0,,13:19:24,13:24:05,0
37,technician,divorced,secondary,1,1,mobile-phone,20,nov,2,195,1,call-again,12:23:00,12:29:10,1
41,self-employed,single,,1,0,,19,jun,1,-1,0,,16:49:49,16:51:04,0
49,data analyst,married,tertiary,1,1,,19,may,3,-1,0,,09:18:22,09:21:05,0
36,self-employed,divorced,secondary,1,0,mobile-phone,18,nov,2,-1,0,,11:10:34,11:14:38,0
30,construction worker,single,secondary,0,1,telephone,8,sep,3,-1,0,,17:33:56,17:38:54,1
72,retired,married,secondary,0,0,mobile-phone,17,nov,5,184,3,success,11:46:47,12:05:34,1
42,data analyst,single,secondary,0,0,,5,may,1,-1,0,,10:28:23,10:29:11,0
31,technician,single,tertiary,1,0,mobile-phone,20,nov,1,100,2,failure,15:06:18,15:09:03,0
32,construction worker,single,secondary,1,0,,5,jun,5,-1,0,,16:55:18,17:02:24,0
33,data analyst,divorced,tertiary,1,0,mobile-phone,24,jul,2,-1,0,,14:38:00,15:02:51,1
35,technician,single,secondary,1,0,mobile-phone,21,nov,1,-1,0,,16:49:56,16:55:14,0
35,self-employed,divorced,tertiary,1,0,,23,may,2,-1,0,,09:38:15,09:50:31,1
35,construction worker,married,primary,1,0,,26,may,1,-1,0,,09:22:29,09:27:10,0
31,data analyst,single,tertiary,1,0,telephone,29,jul,3,440,3,failure,10:23:17,10:28:49,1
30,construction worker,single,secondary,0,0,,14,may,6,-1,0,,12:35:33,12:37:16,0
29,engineer,single,secondary,1,1,,16,may,1,-1,0,,16:40:11,16:53:34,1
45,data analyst,divorced,secondary,1,0,mobile-phone,19,nov,1,168,1,success,11:38:46,11:45:44,1
58,construction worker,married,secondary,1,0,mobile-phone,13,may,1,-1,0,,09:55:44,09:59:05,0
38,data analyst,married,tertiary,1,0,mobile-phone,25,may,1,272,4,failure,12:59:29,13:00:43,0
47,construction worker,married,primary,1,0,,13,may,2,-1,0,,13:59:30,14:01:52,0
56,civil servant,married,secondary,1,0,mobile-phone,30,jul,3,-1,0,,17:11:01,17:15:12,0
29,data analyst,single,tertiary,0,0,mobile-phone,15,jun,1,-1,0,,13:59:09,14:02:10,0
41,technician,married,secondary,0,0,mobile-phone,28,jul,6,-1,0,,17:45:44,17:48:33,0
32,student,single,tertiary,0,0,mobile-phone,30,jun,4,105,5,failure,14:59:16,15:09:14,1
58,engineer,married,secondary,1,1,mobile-phone,5,may,1,-1,0,,14:49:15,15:07:25,1
50,self-employed,married,secondary,0,0,mobile-phone,23,jul,3,-1,0,,17:31:28,17:33:14,0
33,engineer,single,secondary,1,0,mobile-phone,21,nov,2,-1,0,,17:49:00,17:49:11,0
29,construction worker,married,primary,1,1,mobile-phone,17,apr,3,318,1,failure,15:40:12,15:43:34,0
58,construction worker,married,primary,1,0,,5,may,2,-1,0,,13:15:12,13:17:48,0
23,student,single,secondary,1,0,mobile-phone,18,may,1,-1,0,,15:43:01,15:44:09,0
42,civil servant,married,tertiary,0,0,mobile-phone,12,jun,2,-1,0,,11:52:11,11:55:17,1
38,engineer,married,secondary,1,0,mobile-phone,24,jul,2,-1,0,,12:19:00,12:19:13,0
48,technician,single,secondary,1,0,mobile-phone,3,feb,1,-1,0,,10:05:03,10:28:16,1
52,technician,married,secondary,0,0,mobile-phone,20,apr,1,-1,0,,11:27:48,11:35:06,1
53,construction worker,married,secondary,1,0,mobile-phone,6,may,3,-1,0,,17:53:15,17:54:46,0
41,construction worker,married,secondary,1,0,,13,may,1,-1,0,,10:35:01,10:39:05,0
59,retired,married,primary,1,0,mobile-phone,5,aug,3,-1,0,,15:07:17,15:15:52,1
39,engineer,married,tertiary,0,0,telephone,23,apr,1,-1,0,,12:46:11,12:48:32,0
43,civil servant,married,tertiary,0,0,mobile-phone,24,dec,2,195,2,success,14:12:10,14:14:40,1
54,technician,married,secondary,0,0,mobile-phone,6,nov,5,192,8,other,11:24:43,11:32:27,1
46,technician,single,tertiary,0,0,mobile-phone,8,aug,4,-1,0,,09:14:12,09:16:09,0
44,construction worker,married,secondary,1,0,mobile-phone,21,nov,1,-1,0,,13:55:29,14:00:26,0
61,retired,married,primary,0,0,mobile-phone,17,feb,1,-1,0,,17:18:00,17:19:53,1
34,retired,married,secondary,1,0,,30,oct,1,-1,0,,16:08:06,16:10:40,1
28,technician,single,tertiary,0,0,mobile-phone,25,may,1,-1,0,,11:51:11,12:05:38,1
51,entrepreneur,married,primary,0,0,mobile-phone,18,feb,10,-1,0,,13:03:23,13:06:15,1
27,construction worker,single,primary,1,0,mobile-phone,20,apr,2,272,1,other,13:18:01,13:22:16,0
26,construction worker,married,primary,1,1,,15,may,5,-1,0,,14:11:17,14:16:28,0
40,engineer,married,secondary,0,0,mobile-phone,2,feb,1,-1,0,,15:01:39,15:04:33,0
29,engineer,single,tertiary,0,0,,6,aug,1,-1,0,,12:31:07,12:31:54,0
38,technician,single,secondary,1,0,mobile-phone,6,may,4,345,1,failure,16:48:46,16:56:03,0
39,construction worker,married,primary,1,0,,8,may,2,-1,0,,15:27:17,15:31:23,0
49,construction worker,married,primary,0,1,mobile-phone,9,jul,6,-1,0,,17:49:36,18:13:35,1
